ranking,id_cliente,segmento,perfil_risco,tipo_cliente,prioridade,score_gap_total,pl_brl,pct_offshore,pct_cdi,saldo_conta_global_usd,caixa_parado_usd,dias_sem_remessa,dolar_medio_compra,motivo_principal,cluster_nome,cluster
958,G0038,Qualificado,Sofisticado,PF,MODERADO,44.25,311397.89,0.0517,0.6186,24483.53,8420.49,25,5.2014,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
959,G0933,Investidor,Moderado,PF,MODERADO,44.25,956100.87,0.0982,0.4993,54075.33,7077.14,22,7.2497,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
960,G1024,Investidor,Arrojado,PF,MODERADO,44.0,5000000.0,0.0377,0.5338,32007.09,3731.53,15,4.9709,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
961,G1871,Alta Renda,Moderado,PF,MODERADO,44.0,7918198.97,0.1015,0.3105,451684.82,93066.37,55,5.6124,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
962,G0598,Investidor,Conservador,PF,MODERADO,44.0,833984.37,0.0231,0.5658,19393.26,4134.77,20,4.1014,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
963,G2338,Alta Renda,Conservador,PF,MODERADO,44.0,5000000.0,0.0046,0.3646,112066.87,1886.45,12,4.4011,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
964,G1805,Alta Renda,Sofisticado,PJ,MODERADO,44.0,6221569.29,0.1393,0.5139,133362.47,20786.13,39,6.0954,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
965,G2277,Alta Renda,Moderado,PF,MODERADO,44.0,9105673.62,0.0673,0.3975,19880.48,1411.62,21,6.2449,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
966,G1447,Investidor,Arrojado,PF,MODERADO,44.0,1281271.15,0.0615,0.3766,43730.02,4258.03,158,6.1098,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
967,G0465,Investidor,Arrojado,PF,MODERADO,44.0,1752074.78,0.0362,0.489,112305.95,5795.46,6,6.0539,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
968,G2465,Alta Renda,Moderado,PJ,MODERADO,44.0,10803369.27,0.117,0.4899,100667.16,1620.02,90,4.7211,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
969,G1281,Investidor,Conservador,PF,MODERADO,44.0,5000000.0,0.0766,0.4751,24504.59,15890.91,0,5.9727,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
970,G1861,Alta Renda,Sofisticado,PF,MODERADO,43.75,9598024.18,0.0995,0.4815,348654.3,39428.1,106,4.0247,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
971,G1529,Investidor,Moderado,PJ,MODERADO,43.75,1437456.52,0.0807,0.5632,47788.44,15041.27,9,3.8169,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
972,G1833,Alta Renda,Sofisticado,PF,MODERADO,43.75,5868869.85,0.0639,0.378,145792.98,41547.58,27,4.5121,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
973,G1169,Investidor,Conservador,PF,MODERADO,43.75,783955.8,0.0815,0.5254,36509.23,9551.42,35,5.4889,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
974,G1427,Investidor,Moderado,PF,MODERADO,43.75,2909925.79,0.038,0.3034,18142.33,9903.37,11,4.9608,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
975,G1302,Investidor,Conservador,PF,MODERADO,43.75,909847.7,0.164,0.5505,76946.55,40924.8,295,5.1981,Caixa parado na conta internacional,Urgente — Grande Gap Offshore,0
976,G2683,Alta Renda,Arrojado,PF,MODERADO,43.75,30000000.0,0.0406,0.4943,45142.87,9023.8,26,5.6433,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
977,G0400,Qualificado,Moderado,PJ,MODERADO,43.75,137513.89,0.0442,0.5915,25425.6,3664.74,20,3.6986,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
978,G2237,Alta Renda,Moderado,PF,MODERADO,43.75,30000000.0,0.0551,0.3047,155463.7,33313.27,10,3.7409,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
979,G2571,Alta Renda,Conservador,PF,MODERADO,43.75,22000479.6,0.0894,0.3689,114932.51,47991.63,50,4.8505,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
980,G1410,Investidor,Moderado,PJ,MODERADO,43.5,1450284.6,0.1112,0.7429,58711.54,12889.13,162,4.5494,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
981,G1801,Alta Renda,Moderado,PF,MODERADO,43.5,5000000.0,0.1009,0.2189,194927.7,42842.9,65,4.1881,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
982,G2841,Wealth,Moderado,PF,MODERADO,43.5,35423448.4,0.1427,0.401,204785.64,34305.57,33,6.6033,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
983,G2464,Alta Renda,Conservador,PF,MODERADO,43.5,19224450.28,0.1,0.3787,57809.79,24431.81,89,5.4103,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
984,G1780,Investidor,Moderado,PF,MODERADO,43.5,1639070.59,0.0216,0.5929,10000.0,1691.59,53,4.9489,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
985,G0940,Investidor,Conservador,PF,MODERADO,43.5,1683338.52,0.0446,0.472,22115.47,1387.36,19,5.1689,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
986,G0097,Qualificado,Conservador,PF,MODERADO,43.5,500000.0,0.0163,0.617,22674.95,2385.42,39,4.0264,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
987,G1732,Investidor,Moderado,PF,MODERADO,43.5,5000000.0,0.0612,0.6185,21457.5,11778.79,8,6.4173,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
988,G0681,Investidor,Conservador,PF,MODERADO,43.5,1083001.44,0.0877,0.5087,30146.56,21089.32,30,5.5034,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
989,G1790,Investidor,Moderado,PF,MODERADO,43.5,4477872.02,0.0499,0.4809,86561.3,25281.29,5,4.0126,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
990,G0216,Qualificado,Moderado,PF,MODERADO,43.5,126949.61,0.043,0.757,10000.0,4327.2,27,4.246,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
991,G1853,Alta Renda,Sofisticado,PJ,MODERADO,43.5,7516479.92,0.0706,0.4551,24851.37,1300.86,37,6.059,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
992,G1319,Investidor,Moderado,PF,MODERADO,43.5,1530496.22,0.1082,0.4423,46587.59,35680.33,15,5.8213,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
993,G2642,Alta Renda,Moderado,PF,MODERADO,43.25,19365738.69,0.1276,0.3893,367006.23,70271.9,13,6.4038,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
994,G0245,Qualificado,Arrojado,PF,MODERADO,43.25,272703.03,0.0776,0.7549,17438.32,10257.84,78,4.1073,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
995,G1460,Investidor,Moderado,PF,MODERADO,43.25,1659975.09,0.0088,0.2503,12631.05,5635.6,29,5.3638,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
996,G2721,Alta Renda,Moderado,PF,MODERADO,43.25,10120845.47,0.1896,0.3459,212581.98,86905.01,21,6.5029,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
997,G2140,Alta Renda,Moderado,PJ,MODERADO,43.25,9350019.01,0.0689,0.3578,122989.5,37350.3,15,5.192,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
998,G0885,Investidor,Moderado,PF,MODERADO,43.25,2053071.31,0.0628,0.6255,20882.32,2886.69,23,6.4015,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
999,G1219,Investidor,Arrojado,PF,MODERADO,43.25,2914744.23,0.1025,0.5554,39718.53,6113.04,22,6.8953,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1000,G1809,Alta Renda,Arrojado,PF,MODERADO,43.25,16399520.29,0.1758,0.2587,182709.59,89358.19,99,5.2735,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
1001,G2290,Alta Renda,Moderado,PF,MODERADO,43.25,5783305.59,0.1208,0.3949,53578.0,31721.19,28,6.5303,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1002,G1610,Investidor,Moderado,PF,MODERADO,43.0,1396406.82,0.1115,0.5244,23760.84,742.9,108,5.535,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1003,G0514,Investidor,Moderado,PF,MODERADO,43.0,589382.91,0.0804,0.6591,59193.06,4520.05,17,6.0256,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1004,G0657,Investidor,Moderado,PJ,MODERADO,43.0,1158754.21,0.0833,0.4744,36115.9,8854.21,51,5.5626,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1005,G0716,Investidor,Conservador,PJ,MODERADO,43.0,1790658.39,0.0411,0.5546,26015.97,5209.09,9,4.8085,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1006,G0029,Qualificado,Moderado,PF,MODERADO,43.0,414334.29,0.0752,0.7559,10000.0,3112.21,12,6.6574,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1007,G0184,Qualificado,Moderado,PF,MODERADO,43.0,500000.0,0.0393,0.5467,10000.0,1046.32,11,5.5984,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1008,G1280,Investidor,Moderado,PJ,MODERADO,43.0,3871508.54,0.0777,0.5757,40706.78,18974.77,26,3.9906,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1009,G0047,Qualificado,Arrojado,PF,MODERADO,43.0,304273.49,0.0534,0.6839,10000.0,3121.55,28,5.6292,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1010,G2554,Alta Renda,Moderado,PF,MODERADO,43.0,9574156.34,0.0264,0.2514,68398.48,11420.69,6,4.9467,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1011,G2203,Alta Renda,Arrojado,PF,MODERADO,43.0,9399682.34,0.0756,0.4026,65309.72,17895.04,33,4.572,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1012,G0735,Investidor,Conservador,PF,MODERADO,43.0,1363266.2,0.057,0.6437,33407.55,21020.57,11,4.7043,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1013,G1117,Investidor,Conservador,PF,MODERADO,43.0,829257.55,0.0494,0.5621,12851.48,4754.7,4,5.453,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1014,G1666,Investidor,Sofisticado,PF,MODERADO,43.0,661548.05,0.0316,0.543,16240.14,635.43,24,3.8119,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1015,G0846,Investidor,Arrojado,PF,MODERADO,43.0,2815866.04,0.0408,0.6536,15791.52,3694.6,10,4.4989,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1016,G0263,Qualificado,Moderado,PF,MODERADO,43.0,441758.92,0.018,0.6736,10000.0,1145.92,19,4.5859,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1017,G1198,Investidor,Sofisticado,PF,MODERADO,42.75,1255989.0,0.0698,0.4821,12137.49,7633.25,6,6.3093,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1018,G2536,Alta Renda,Conservador,PF,MODERADO,42.75,8535678.53,0.0537,0.408,172356.95,45938.19,10,4.5383,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1019,G1149,Investidor,Arrojado,PF,MODERADO,42.75,1391338.48,0.0214,0.5274,22414.24,4256.74,46,4.2303,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1020,G0117,Qualificado,Moderado,PF,MODERADO,42.75,152281.05,0.0509,0.6786,10746.4,6300.29,13,5.0945,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1021,G0248,Qualificado,Moderado,PJ,MODERADO,42.75,127377.55,0.0469,0.614,23661.36,2753.67,31,4.3879,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1022,G0127,Qualificado,Moderado,PF,MODERADO,42.75,195851.96,0.1066,0.5701,36041.76,15249.47,103,4.1133,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1023,G2311,Alta Renda,Moderado,PF,MODERADO,42.75,5000000.0,0.103,0.4516,104588.3,7252.26,134,5.4274,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1024,G2049,Alta Renda,Arrojado,PF,MODERADO,42.75,6384590.53,0.1156,0.4097,64053.87,9223.17,13,7.7424,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1025,G0929,Investidor,Arrojado,PF,MODERADO,42.75,1563683.26,0.0697,0.5424,41911.69,12712.1,73,4.0032,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1026,G0107,Qualificado,Moderado,PF,MODERADO,42.75,329842.66,0.0734,0.5395,10921.29,5607.76,36,6.6507,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1027,G0033,Qualificado,Conservador,PF,MODERADO,42.75,428063.75,0.0514,0.743,15351.0,3840.5,21,5.2026,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1028,G2515,Alta Renda,Moderado,PF,MODERADO,42.75,16014613.9,0.1534,0.5515,63140.16,27353.87,504,5.4098,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1029,G0478,Investidor,Moderado,PF,MODERADO,42.75,928079.4,0.1048,0.6748,35353.54,16395.21,17,5.5667,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1030,G0751,Investidor,Conservador,PJ,MODERADO,42.75,2352328.09,0.0758,0.4313,50324.97,6957.01,96,5.3978,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1031,G1307,Investidor,Moderado,PJ,MODERADO,42.5,2244932.05,0.0576,0.4977,121860.68,26739.26,7,4.6549,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1032,G0834,Investidor,Conservador,PF,MODERADO,42.5,1293097.11,0.0454,0.479,32115.29,8542.11,7,3.9313,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1033,G1485,Investidor,Moderado,PF,MODERADO,42.5,5000000.0,0.0694,0.3868,47721.25,8230.48,29,6.3541,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1034,G2703,Alta Renda,Arrojado,PJ,MODERADO,42.5,8402122.76,0.1263,0.2429,199514.31,46759.98,122,5.6363,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1035,G0422,Qualificado,Conservador,PF,MODERADO,42.5,221206.42,0.0365,0.6166,10000.0,1215.52,68,4.0233,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1036,G1651,Investidor,Arrojado,PF,MODERADO,42.5,1113870.68,0.0859,0.5277,62787.64,51285.16,30,4.3239,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1037,G1242,Investidor,Conservador,PF,MODERADO,42.5,1781756.01,0.1085,0.5408,31872.65,19103.22,41,5.446,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1038,G1521,Investidor,Arrojado,PF,MODERADO,42.5,2276717.07,0.0768,0.4473,74642.53,22851.81,10,5.3485,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1039,G0878,Investidor,Arrojado,PF,MODERADO,42.5,699684.62,0.0291,0.5115,56372.08,6042.1,8,4.8381,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1040,G0484,Investidor,Arrojado,PF,MODERADO,42.5,2031514.99,0.0407,0.417,15866.98,10341.15,6,3.8115,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1041,G1944,Alta Renda,Conservador,PF,MODERADO,42.5,5000000.0,0.0609,0.5517,28037.74,4388.43,9,5.444,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1042,G2726,Alta Renda,Sofisticado,PJ,MODERADO,42.5,5538352.15,0.066,0.527,73349.8,16843.18,16,5.0697,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1043,G2627,Alta Renda,Moderado,PF,MODERADO,42.5,10631876.89,0.1357,0.453,136052.54,41689.64,35,6.1671,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1044,G1325,Investidor,Conservador,PF,MODERADO,42.5,801210.36,0.0729,0.3807,85939.92,11909.25,23,6.4123,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1045,G2633,Alta Renda,Arrojado,PJ,MODERADO,42.25,8910054.13,0.0988,0.359,43801.72,32538.97,12,6.1588,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1046,G1857,Alta Renda,Arrojado,PF,MODERADO,42.25,5296455.57,0.1144,0.5454,129799.41,25250.8,21,5.8554,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1047,G1981,Alta Renda,Moderado,PJ,MODERADO,42.25,10174289.57,0.106,0.5573,219119.36,25363.53,20,5.4942,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1048,G0039,Qualificado,Moderado,PF,MODERADO,42.25,302652.11,0.0714,0.5665,32988.51,11199.59,17,6.1774,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1049,G1304,Investidor,Moderado,PF,MODERADO,42.25,2125211.2,0.1016,0.6935,54582.7,894.56,41,6.8508,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1050,G0424,Qualificado,Conservador,PJ,MODERADO,42.25,156371.85,0.0527,0.5213,10000.0,1767.86,19,6.0362,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1051,G2164,Alta Renda,Moderado,PF,MODERADO,42.25,18518710.5,0.1919,0.5274,184491.07,26334.94,73,6.5672,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1052,G2462,Alta Renda,Arrojado,PF,MODERADO,42.25,13313671.82,0.1142,0.6063,35629.41,4190.68,40,5.3924,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1053,G0671,Investidor,Moderado,PF,MODERADO,42.25,1128996.73,0.061,0.4643,67851.8,6981.8,70,5.3251,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1054,G1230,Investidor,Moderado,PF,MODERADO,42.25,4118301.64,0.018,0.2639,12769.59,2603.14,8,5.2597,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1055,G0984,Investidor,Conservador,PF,MODERADO,42.25,1506625.78,0.0399,0.5223,12188.09,5114.63,7,4.8778,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1056,G1561,Investidor,Arrojado,PF,MODERADO,42.25,509924.82,0.0757,0.4498,68518.86,7126.55,32,6.1716,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1057,G2881,Wealth,Moderado,PF,MODERADO,42.0,74723007.38,0.158,0.4829,430640.34,22427.15,46,6.5336,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1058,G0402,Qualificado,Moderado,PF,MODERADO,42.0,267890.48,0.0987,0.7958,13391.48,1192.74,18,6.6751,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1059,G1160,Investidor,Arrojado,PF,MODERADO,42.0,5000000.0,0.1788,0.5091,157202.78,78431.94,32,6.7462,Caixa parado na conta internacional,Urgente — Grande Gap Offshore,0
1060,G0009,Qualificado,Conservador,PJ,MODERADO,42.0,257492.46,0.0811,0.5505,15561.67,3275.66,136,6.1545,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1061,G2441,Alta Renda,Arrojado,PJ,MODERADO,42.0,9037207.95,0.1235,0.4296,57348.88,15280.09,9,6.5343,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1062,G1422,Investidor,Moderado,PJ,MODERADO,42.0,3738594.31,0.0846,0.507,181141.68,64078.16,16,4.976,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1063,G0358,Qualificado,Conservador,PF,MODERADO,42.0,295794.92,0.0683,0.5401,51209.67,15312.01,11,5.2073,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1064,G2219,Alta Renda,Sofisticado,PF,MODERADO,42.0,11906488.77,0.1084,0.5583,45667.93,29260.79,3,4.9428,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1065,G2474,Alta Renda,Moderado,PF,MODERADO,42.0,7847741.72,0.0909,0.4216,117504.63,36759.32,38,5.3247,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1066,G2449,Alta Renda,Arrojado,PJ,MODERADO,42.0,12509845.82,0.1243,0.4957,35710.65,20037.02,37,6.2553,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1067,G1231,Investidor,Arrojado,PF,MODERADO,42.0,1261904.01,0.0442,0.2814,68753.88,22933.24,25,4.8865,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo,1
1068,G0389,Qualificado,Moderado,PJ,MODERADO,41.75,326726.27,0.0505,0.7128,21662.0,6094.33,23,5.1951,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1069,G2939,Wealth,Arrojado,PF,MODERADO,41.75,67229183.62,0.1499,0.0958,1248271.81,514522.13,25,6.2585,Caixa parado na conta internacional,Alto Risco — CDI Excessivo,1
1070,G1478,Investidor,Conservador,PF,MODERADO,41.75,777975.15,0.0505,0.4607,16093.19,1908.61,6,7.0797,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1071,G0045,Qualificado,Moderado,PJ,MODERADO,41.75,181025.93,0.0504,0.584,13988.01,6090.71,31,5.5212,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1072,G0416,Qualificado,Arrojado,PF,MODERADO,41.75,175065.42,0.1112,0.5942,31277.38,15123.08,103,4.9957,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
1073,G0616,Investidor,Conservador,PF,MODERADO,41.75,1748813.63,0.0931,0.6406,19147.18,3134.95,49,5.7376,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore,0
