Rank,ID,Segmento,Perfil,Tipo,Prioridade,Score,PL (R$),% Offshore,% CDI,Saldo Global (USD),Caixa Parado (USD),Dias s/Remessa,Dólar Médio (R$),Motivo Principal,Perfil Comportamental
754,G2200,Alta Renda,Moderado,PF,ALTO,48.25,5486787.38,0.0476,0.5161,220718.04,41340.21,16,5.7269,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
755,G0309,Qualificado,Moderado,PF,ALTO,48.25,164291.0,0.0432,0.5543,20771.58,2677.04,23,6.1721,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
756,G2959,Wealth,Moderado,PJ,ALTO,48.25,182985520.07,0.0601,0.5078,2472204.6,507883.53,5,4.6452,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
757,G1502,Investidor,Conservador,PF,ALTO,48.0,1881287.37,0.0512,0.3649,214306.93,114573.92,17,7.3024,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
758,G2652,Alta Renda,Conservador,PF,ALTO,48.0,13238569.24,0.0636,0.6774,33242.7,16217.63,67,4.3115,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
759,G0240,Qualificado,Conservador,PF,ALTO,48.0,313884.56,0.0361,0.747,12146.92,3086.41,42,4.7038,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
760,G0425,Qualificado,Conservador,PF,ALTO,48.0,126176.07,0.02,0.7338,11686.18,4940.33,15,4.524,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
761,G2272,Alta Renda,Arrojado,PF,ALTO,48.0,9826075.86,0.0478,0.409,44172.87,13477.69,49,4.1052,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
762,G1244,Investidor,Conservador,PF,ALTO,48.0,1418647.62,0.0761,0.5347,49487.57,7347.44,66,5.2993,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
763,G2444,Alta Renda,Conservador,PJ,ALTO,48.0,17049247.46,0.0889,0.3674,170040.11,53161.03,24,5.5548,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
764,G1023,Investidor,Arrojado,PF,ALTO,48.0,500000.0,0.0024,0.3687,54825.76,2588.05,9,7.2925,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
765,G0181,Qualificado,Conservador,PF,ALTO,48.0,500000.0,0.0282,0.711,15193.96,1946.63,9,5.1835,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
766,G1098,Investidor,Moderado,PF,ALTO,48.0,1471265.09,0.0443,0.7292,23692.21,12498.19,2,4.7825,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
767,G0362,Qualificado,Moderado,PF,ALTO,48.0,285703.13,0.0042,0.3546,16239.72,4716.03,17,6.4607,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
768,G2891,Wealth,Conservador,PF,ALTO,48.0,37040217.45,0.102,0.3723,314120.95,72869.16,24,5.0963,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
769,G0936,Investidor,Moderado,PF,ALTO,48.0,1026487.05,0.0,0.3475,55317.97,5804.54,19,4.9715,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
770,G2050,Alta Renda,Conservador,PF,ALTO,48.0,5000000.0,0.0868,0.5123,61514.25,21782.23,40,6.3671,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
771,G1330,Investidor,Conservador,PF,ALTO,48.0,2701140.44,0.0006,0.3715,20187.4,850.82,16,8.0,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
772,G2995,Wealth,Sofisticado,PF,ALTO,48.0,62577141.55,0.0793,0.101,480546.18,106599.43,55,5.0294,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
773,G2670,Alta Renda,Conservador,PF,ALTO,48.0,15463399.73,0.0175,0.4156,84497.2,25215.55,6,3.9158,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
774,G1413,Investidor,Conservador,PJ,ALTO,48.0,1347357.65,0.0574,0.6589,21516.65,13262.62,80,5.0586,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
775,G2332,Alta Renda,Arrojado,PF,ALTO,48.0,9812528.25,0.0983,0.6393,153845.83,55966.59,7,4.8104,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
776,G2834,Wealth,Moderado,PF,ALTO,48.0,79657706.38,0.1335,0.2,669924.25,299579.49,11,7.8778,Caixa parado na conta internacional,Alto Risco — CDI Excessivo
777,G0255,Qualificado,Moderado,PF,ALTO,48.0,101017.29,0.0337,0.7954,13929.58,1210.6,24,6.0597,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
778,G0096,Qualificado,Moderado,PF,ALTO,47.75,197984.6,0.0412,0.7547,10000.0,4632.1,9,5.2592,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
779,G0677,Investidor,Moderado,PF,ALTO,47.75,2948453.88,0.0333,0.4868,12143.7,1615.29,6,5.4561,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
780,G2159,Alta Renda,Conservador,PF,ALTO,47.75,11498829.72,0.1136,0.5086,222658.42,53596.93,44,4.7241,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
781,G2080,Alta Renda,Arrojado,PF,ALTO,47.75,20438676.51,0.1015,0.473,34954.07,32490.58,43,6.6151,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
782,G2727,Alta Renda,Moderado,PF,ALTO,47.75,5625162.51,0.0716,0.4041,115218.77,7197.08,49,7.9289,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
783,G0622,Investidor,Conservador,PF,ALTO,47.75,2018519.06,0.0395,0.5935,13133.4,384.24,22,6.321,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
784,G2850,Wealth,Arrojado,PF,ALTO,47.75,222445119.46,0.0507,0.2412,221117.23,94872.74,71,5.6669,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
785,G1920,Alta Renda,Moderado,PF,ALTO,47.75,8237080.41,0.0941,0.5182,365264.13,64973.3,28,5.5058,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
786,G2608,Alta Renda,Arrojado,PF,ALTO,47.75,30000000.0,0.0869,0.3313,160521.37,85431.25,11,6.0482,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
787,G1354,Investidor,Arrojado,PF,ALTO,47.5,1301797.99,0.0119,0.6401,51509.99,3766.55,15,4.6316,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
788,G0991,Investidor,Moderado,PF,ALTO,47.5,2568064.98,0.0251,0.6504,10000.0,3393.1,23,5.4807,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
789,G2052,Alta Renda,Moderado,PF,ALTO,47.5,10940897.51,0.0775,0.5903,102361.58,7242.53,70,5.6546,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
790,G2258,Alta Renda,Moderado,PF,ALTO,47.5,7458676.18,0.081,0.2857,647428.35,111712.94,35,5.2384,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
791,G1264,Investidor,Conservador,PF,ALTO,47.5,1441507.97,0.0519,0.4547,29649.88,17368.3,32,6.2037,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
792,G2924,Wealth,Moderado,PF,ALTO,47.5,42200034.93,0.0764,0.2382,312417.3,72115.83,9,5.9786,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
793,G1765,Investidor,Conservador,PF,ALTO,47.5,1508935.82,0.0015,0.6973,10584.58,5318.49,21,4.7001,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
794,G2144,Alta Renda,Arrojado,PF,ALTO,47.5,19545409.12,0.0229,0.3591,81059.92,22988.53,6,5.1723,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
795,G2030,Alta Renda,Arrojado,PF,ALTO,47.5,6149760.8,0.0483,0.1213,35740.61,1630.24,6,6.7557,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
796,G0351,Qualificado,Moderado,PF,ALTO,47.25,156273.4,0.0548,0.5991,23829.66,1762.57,69,7.8738,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
797,G0529,Investidor,Moderado,PF,ALTO,47.25,1293549.93,0.048,0.4129,25428.06,7064.26,31,5.9362,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
798,G0111,Qualificado,Arrojado,PF,ALTO,47.25,147302.94,0.0134,0.8237,10000.0,1080.7,51,4.85,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
799,G2229,Alta Renda,Conservador,PF,ALTO,47.25,5000000.0,0.1103,0.4865,175563.17,96506.72,19,5.6143,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
800,G0036,Qualificado,Conservador,PF,ALTO,47.25,250285.26,0.0239,0.6886,14829.21,2633.46,55,4.0515,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
801,G0734,Investidor,Moderado,PF,ALTO,47.25,1355896.43,0.0493,0.6374,39484.83,8009.97,18,5.4611,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
802,G1762,Investidor,Arrojado,PF,ALTO,47.25,2019171.78,0.0573,0.6735,68301.37,19355.59,22,5.7393,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
803,G1414,Investidor,Arrojado,PF,ALTO,47.25,3647571.06,0.0637,0.6803,129971.48,16882.38,31,4.596,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
804,G1649,Investidor,Arrojado,PF,ALTO,47.25,996389.91,0.0,0.4817,15898.69,5089.93,5,5.6104,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
805,G2135,Alta Renda,Moderado,PF,ALTO,47.25,29694570.15,0.1266,0.4586,119317.73,30606.25,65,7.3758,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
806,G0687,Investidor,Arrojado,PF,ALTO,47.25,2090695.59,0.1009,0.5809,65188.88,26747.71,10,5.7595,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
807,G2618,Alta Renda,Conservador,PF,ALTO,47.25,8175829.0,0.0374,0.2635,91583.47,11354.32,25,6.234,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
808,G1418,Investidor,Conservador,PF,ALTO,47.25,4357672.34,0.0337,0.5395,59935.07,3412.21,8,5.7315,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
809,G1235,Investidor,Conservador,PJ,ALTO,47.25,2536081.96,0.0422,0.445,16927.56,5135.1,6,7.0425,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
810,G1477,Investidor,Conservador,PF,ALTO,47.0,3375146.14,0.0239,0.6908,14414.66,1546.03,15,5.1175,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
811,G0123,Qualificado,Conservador,PJ,ALTO,47.0,419878.76,0.0768,0.8276,14525.24,5488.88,39,5.9043,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
812,G1820,Alta Renda,Moderado,PF,ALTO,47.0,6244841.28,0.0317,0.5782,94449.76,11659.0,29,3.9609,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
813,G0532,Investidor,Arrojado,PF,ALTO,47.0,4115914.86,0.0551,0.6221,31568.0,1253.14,39,7.594,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
814,G1745,Investidor,Moderado,PF,ALTO,47.0,1300686.67,0.0498,0.523,14212.28,2294.59,8,5.58,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
815,G1026,Investidor,Moderado,PF,ALTO,47.0,1325475.07,0.0212,0.4597,22156.42,8243.74,41,4.6734,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
816,G2412,Alta Renda,Moderado,PF,ALTO,47.0,30000000.0,0.0522,0.5141,81930.42,51818.48,27,4.6784,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
817,G2919,Wealth,Moderado,PF,ALTO,47.0,72992863.54,0.1143,0.344,584534.97,70554.22,35,5.8024,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
818,G0715,Investidor,Arrojado,PF,ALTO,47.0,1538503.41,0.0657,0.6089,16916.29,1505.08,56,6.5997,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
819,G0446,Qualificado,Moderado,PF,ALTO,47.0,180820.3,0.0434,0.7728,10000.0,1729.33,2,5.9988,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
820,G1488,Investidor,Conservador,PF,ALTO,46.75,1317052.61,0.0684,0.3655,119446.51,50226.45,8,6.064,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
821,G2077,Alta Renda,Moderado,PF,ALTO,46.75,18612805.49,0.117,0.3293,126080.27,77085.43,37,5.5895,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
822,G1678,Investidor,Sofisticado,PF,ALTO,46.75,793699.36,0.106,0.654,176560.55,47915.01,12,3.5722,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
823,G0821,Investidor,Moderado,PF,ALTO,46.75,797732.46,0.048,0.4028,34962.6,18971.49,21,5.8776,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
824,G0699,Investidor,Conservador,PF,ALTO,46.75,1187623.56,0.0046,0.1674,64341.74,8816.35,48,4.9967,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
825,G0882,Investidor,Conservador,PF,ALTO,46.75,1182063.47,0.1004,0.5348,49336.11,29295.78,56,5.8623,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
826,G0905,Investidor,Moderado,PF,ALTO,46.75,1450982.97,0.0334,0.5093,54470.17,6304.62,7,5.0349,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
827,G0012,Qualificado,Moderado,PF,ALTO,46.75,147453.14,0.0276,0.6432,11735.69,3530.3,45,3.5,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
828,G1633,Investidor,Conservador,PF,ALTO,46.5,4959833.15,0.0385,0.4141,17646.3,4865.73,67,5.0671,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
829,G1513,Investidor,Conservador,PF,ALTO,46.5,1002863.01,0.0531,0.818,73672.57,9450.57,16,5.1103,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
830,G0314,Qualificado,Conservador,PF,ALTO,46.5,168998.64,0.0147,0.6805,10000.0,2978.16,57,4.2187,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
831,G2241,Alta Renda,Moderado,PJ,ALTO,46.5,5000000.0,0.0307,0.5379,28375.15,2763.51,51,4.5785,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
832,G2312,Alta Renda,Moderado,PF,ALTO,46.5,6985293.82,0.0203,0.5761,16924.32,3978.07,12,4.8872,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
833,G2716,Alta Renda,Arrojado,PF,ALTO,46.5,5000000.0,0.1096,0.426,217626.95,69722.02,57,5.812,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
834,G2417,Alta Renda,Arrojado,PF,ALTO,46.5,7431811.77,0.0893,0.3109,192001.54,85334.48,49,4.9504,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
835,G0056,Qualificado,Arrojado,PJ,ALTO,46.5,198482.74,0.0,0.648,10000.0,2330.26,10,4.7086,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
836,G1648,Investidor,Moderado,PF,ALTO,46.5,2449599.4,0.0091,0.6865,11695.9,4218.79,10,3.6017,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
837,G0549,Investidor,Moderado,PF,ALTO,46.25,500000.0,0.094,0.5443,39884.5,14765.17,99,5.2221,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
838,G2711,Alta Renda,Conservador,PF,ALTO,46.25,7377355.33,0.0679,0.5828,51825.27,8838.43,61,5.0972,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
839,G1991,Alta Renda,Moderado,PF,ALTO,46.25,6943918.32,0.0769,0.4045,170156.11,3093.87,24,6.6093,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
840,G0963,Investidor,Conservador,PF,ALTO,46.25,1319544.28,0.0751,0.5767,48205.48,28687.75,27,4.7609,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
841,G1655,Investidor,Arrojado,PF,ALTO,46.25,5000000.0,0.0257,0.4304,40175.32,4932.93,38,5.5006,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
842,G0252,Qualificado,Conservador,PF,ALTO,46.25,151862.79,0.0254,0.6808,14046.58,3333.17,10,4.8173,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
843,G0401,Qualificado,Conservador,PF,ALTO,46.25,115829.27,0.0385,0.621,31156.29,5949.12,11,5.6749,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
844,G0536,Investidor,Arrojado,PJ,ALTO,46.25,1901997.31,0.0318,0.6142,28095.57,7307.21,10,4.938,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
845,G0742,Investidor,Moderado,PJ,ALTO,46.25,1718060.18,0.052,0.6171,20907.27,6641.75,159,4.4516,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
846,G1847,Alta Renda,Arrojado,PF,ALTO,46.25,30000000.0,0.0539,0.4339,584493.94,72674.23,28,5.2873,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
847,G0706,Investidor,Moderado,PF,ALTO,46.25,3037632.21,0.0694,0.7225,31607.74,15027.77,43,4.0366,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
848,G0238,Qualificado,Moderado,PJ,ALTO,46.25,100000.0,0.0691,0.707,10732.08,2892.61,50,8.0,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
849,G0169,Qualificado,Conservador,PF,ALTO,46.0,100000.0,0.0179,0.6332,15295.51,3762.5,9,4.493,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
850,G1531,Investidor,Conservador,PF,ALTO,46.0,1527209.21,0.0362,0.5271,43193.02,10384.09,49,4.5157,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
851,G2982,Wealth,Conservador,PF,ALTO,46.0,39092845.15,0.0794,0.4133,255061.24,124598.26,8,3.9962,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
852,G0624,Investidor,Arrojado,PF,ALTO,46.0,720760.04,0.1156,0.6482,19811.05,7724.76,24,7.2309,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
853,G0304,Qualificado,Sofisticado,PF,ALTO,46.0,168337.67,0.0262,0.6761,12928.11,1159.49,69,4.9987,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
854,G0725,Investidor,Moderado,PF,ALTO,46.0,595565.63,0.1198,0.4841,18303.93,10581.28,288,4.7903,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
855,G0234,Qualificado,Moderado,PF,ALTO,46.0,365853.52,0.0543,0.5824,21119.08,9059.65,89,4.1349,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
856,G1074,Investidor,Conservador,PF,ALTO,46.0,2104659.03,0.0442,0.5841,60115.94,1725.89,75,4.3175,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
857,G2460,Alta Renda,Sofisticado,PF,ALTO,46.0,20260807.14,0.0812,0.501,95809.81,31454.14,7,6.3154,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
858,G2503,Alta Renda,Moderado,PF,ALTO,46.0,22082296.79,0.0981,0.7274,224607.86,14393.48,9,5.6925,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
859,G2298,Alta Renda,Conservador,PF,ALTO,46.0,13961188.92,0.1654,0.4592,317726.26,97378.17,43,5.8409,Caixa parado na conta internacional,Alto Risco — CDI Excessivo
860,G1062,Investidor,Moderado,PF,ALTO,46.0,1826580.57,0.0867,0.7725,95016.39,37625.66,19,5.5897,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
861,G0658,Investidor,Arrojado,PJ,ALTO,46.0,874256.89,0.1116,0.506,74804.12,35635.44,69,5.3632,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
862,G0738,Investidor,Moderado,PF,ALTO,46.0,500000.0,0.0243,0.4333,27369.79,8799.79,49,4.5041,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
863,G1143,Investidor,Arrojado,PF,ALTO,46.0,3800934.85,0.013,0.5057,15575.43,4779.9,6,5.1038,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
864,G1284,Investidor,Moderado,PF,ALTO,46.0,1706463.35,0.0778,0.6232,69148.61,13448.67,70,5.247,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
865,G0583,Investidor,Conservador,PJ,ALTO,46.0,819644.96,0.0459,0.4057,19706.52,4684.55,11,6.3587,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
866,G2078,Alta Renda,Moderado,PF,ALTO,46.0,8349608.86,0.0347,0.6286,56026.16,9282.75,19,4.2001,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
867,G0826,Investidor,Arrojado,PF,ALTO,46.0,2428617.95,0.0816,0.6028,29961.07,17704.03,74,4.741,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
868,G2505,Alta Renda,Conservador,PF,ALTO,45.75,16673879.19,0.0516,0.5093,335802.97,22429.27,19,5.5912,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
869,G2346,Alta Renda,Moderado,PF,ALTO,45.75,9217026.51,0.1171,0.2481,124296.31,68616.39,21,6.6087,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
870,G0283,Qualificado,Moderado,PJ,ALTO,45.75,158435.08,0.0279,0.8092,12656.92,2873.2,17,4.4877,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
871,G2222,Alta Renda,Moderado,PF,ALTO,45.75,30000000.0,0.15,0.48,378195.75,178206.11,67,4.5998,Caixa parado na conta internacional,Alto Risco — CDI Excessivo
872,G1463,Investidor,Arrojado,PF,ALTO,45.75,1525226.58,0.0832,0.5114,94566.06,13763.81,82,4.7109,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
873,G0195,Qualificado,Conservador,PF,ALTO,45.75,337111.71,0.0101,0.3586,20435.9,152.54,22,6.3858,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
874,G0191,Qualificado,Conservador,PF,ALTO,45.75,107520.8,0.0717,0.6185,20054.76,12474.82,3,6.7353,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
875,G2691,Alta Renda,Conservador,PF,ALTO,45.75,5320898.23,0.0589,0.5664,68315.76,27932.03,34,4.3691,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
876,G0239,Qualificado,Moderado,PF,ALTO,45.75,100000.0,0.046,0.6953,10313.13,533.86,54,3.8924,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
877,G1653,Investidor,Conservador,PJ,ALTO,45.75,560177.69,0.0593,0.6532,21460.46,11938.76,14,6.6825,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
878,G0007,Qualificado,Conservador,PF,ALTO,45.5,121751.94,0.0735,0.4543,12892.08,7410.27,107,5.7251,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
879,G2046,Alta Renda,Moderado,PF,ALTO,45.5,7299873.49,0.1324,0.3613,282197.09,139524.39,51,5.0453,Caixa parado na conta internacional,Alto Risco — CDI Excessivo
880,G1339,Investidor,Arrojado,PF,ALTO,45.5,2765564.4,0.0657,0.6004,70424.67,16425.08,13,5.7498,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
881,G2160,Alta Renda,Sofisticado,PF,ALTO,45.5,5000000.0,0.0458,0.3916,32157.53,13999.23,8,4.9861,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
882,G0124,Qualificado,Conservador,PF,ALTO,45.5,272071.41,0.0275,0.6049,10000.0,2788.58,14,5.6071,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
883,G2513,Alta Renda,Moderado,PF,ALTO,45.5,8109321.68,0.101,0.2603,224553.46,33971.87,204,4.4411,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
884,G1446,Investidor,Moderado,PF,ALTO,45.5,3303995.08,0.0395,0.6279,10000.0,547.17,10,5.4402,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
885,G1728,Investidor,Arrojado,PF,ALTO,45.5,1043834.84,0.1174,0.5905,70859.07,18674.37,22,6.8129,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
886,G0852,Investidor,Moderado,PF,ALTO,45.25,2148923.48,0.0417,0.5293,24703.55,5927.39,40,4.3147,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
887,G2111,Alta Renda,Moderado,PF,ALTO,45.25,23663146.43,0.0825,0.4786,63664.93,11202.91,30,6.8725,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
888,G1011,Investidor,Moderado,PF,ALTO,45.25,1128671.93,0.0878,0.6575,49702.96,11070.27,40,6.4011,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
889,G2158,Alta Renda,Sofisticado,PF,ALTO,45.25,6823632.48,0.1092,0.5229,141796.67,31063.75,20,5.2627,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
890,G0142,Qualificado,Conservador,PF,ALTO,45.25,154441.07,0.0529,0.718,26807.61,10344.25,33,4.3709,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
891,G2545,Alta Renda,Moderado,PF,ALTO,45.25,16352934.16,0.0883,0.131,117766.78,26699.34,81,7.7296,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
892,G1393,Investidor,Moderado,PF,ALTO,45.25,1161001.69,0.0941,0.5187,41101.37,31257.06,9,5.612,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
893,G1181,Investidor,Conservador,PF,ALTO,45.25,500000.0,0.0886,0.5822,23847.11,6222.42,69,8.0,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
894,G1170,Investidor,Arrojado,PF,ALTO,45.25,567635.64,0.1128,0.5075,62836.05,33566.34,13,5.5755,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
895,G1911,Alta Renda,Sofisticado,PF,ALTO,45.25,9582903.96,0.0546,0.3863,74011.7,29162.69,8,5.6361,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
896,G2055,Alta Renda,Arrojado,PJ,ALTO,45.25,30000000.0,0.0691,0.4154,33903.03,5108.74,6,6.9203,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
897,G0513,Investidor,Moderado,PF,ALTO,45.25,5000000.0,0.0207,0.6298,19423.51,2137.14,16,5.2049,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
898,G0469,Investidor,Arrojado,PF,ALTO,45.25,3887595.53,0.0788,0.424,67637.87,37283.52,29,6.0322,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
899,G1711,Investidor,Moderado,PF,ALTO,45.0,744148.89,0.0613,0.4558,33985.52,22977.8,15,6.1186,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
900,G2737,Alta Renda,Moderado,PF,ALTO,45.0,7849601.16,0.0969,0.4355,245692.71,129551.89,7,5.3382,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
901,G1004,Investidor,Sofisticado,PF,ALTO,45.0,724234.43,0.0392,0.3983,40582.48,11469.53,34,4.5266,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
902,G1903,Alta Renda,Moderado,PF,ALTO,45.0,12030975.45,0.0766,0.3729,193255.1,64143.06,23,4.7296,Concentração no Brasil (risco país),Alto Risco — CDI Excessivo
903,G1289,Investidor,Moderado,PF,ALTO,45.0,2646585.31,0.0437,0.5792,24689.22,3903.27,20,4.3144,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
904,G1425,Investidor,Moderado,PJ,ALTO,45.0,2264045.8,0.0575,0.4947,139847.63,54300.81,10,5.0768,Concentração no Brasil (risco país),Urgente — Grande Gap Offshore
